fragmentation,단편화,st22E
fragmented,분열된,st22E
polewards,극지로,st22E
mean,평균의,st22E
vitality,활력,st22E
suitable,적합한,st22E
assume,당연시하다,st22E
precisely,"정확히, 정확하게 말하자면",st22E
reliable,믿을만한,st22E
adjudication,심사,st22E
mature,성숙한,st22E
maturity,성숙,st22E
put ~ down,~을 깎아내리다,st22E
be through,~를 끝내다,st22E
adjudicator,심사자,st22E
concerto,협주곡,st22E
take a[one's] bow,고개숙여 인사하다[절하다],st22E
determined,단호한,st22E
address,"대응하다, 다루다, 처리하다",st22E
retrain,재교육하다,st22E
offshore,"해외로, 해외에서",st22E
in the wake of,~의 결과로서,st22E
outsource,외부에서 조달하다,st22E
make a commitment,"노력하다, 헌신하다",st22E
fit into,~에 적응하다,st22E
unemployment compensation,"실업수당, 실업급여",st22E
mitigate,경감시키다,st22E
more than ever,지금 그 어느 때 보다,st22E
elitist,"엘리트, 엘리트주의적인, 엘리트주의자",st22E
status,"지위, 상태",st22E
stand out from,~(중)에서 두드러지다,st22E
critical,결정적인,st22E
inextricably,"밀접하게, 불가분하게",st22E
distinct,"구분되는, 구별되는",st22E
foster,"발전시키다, 촉진시키다",st22E
distinctiveness,구별성,st22E
criterion,"조건, 기준",st22E
privileged,특권을 가진,st22E
detach,"분리하다, 떼다, 단독의",st22E
