instinct,"직관, 직감",st21E
drill ~ into ...,...에게 ~을 주입하다,st21E
accomplishment,"성취, 업적, 이룬 거",st21E
get by,그럭저럭 해내다,st21E
base hit,안타,st21E
heroic,영웅의,st21E
irrational,"비이성적인, 비합리적인",st21E
admire,감탄하다,st21E
make fortune,큰 돈을 벌다,st21E
rugged,"튼튼한, 다부진 (ex.Two ~ texas rangers)",st21E
distinguished,"저명한, 뛰어난",st21E
product,"산물, 결과물",st21E
institution,"기관, 제도",st21E
human nature,"인간, 본성",st21E
generous,"관대한, 후한",st21E
scuffed,흠집이 난,st21E
bounty,선물,st21E
avail,쓸모있다,st21E
expect,"예상하다, 기대하다",st21E
avail oneself of,~을 이용하다,st21E
even,v.~을 청산하다,st21E
manage to,간신히 ~하다,st21E
fortunate,운좋은,st21E
mundane,세속의,st21E
prophet,예언자,st21E
wheel and deal,"이익을 얻기 위해 복잡한 거래를 영악하게 하다, 온갖 수완을 발휘하다",st21E
deplane,(비행기에서)내리다,st21E
delicate,"섬세한, 감한",st21E
undeniable,부정하기 어려운,st21E
distinctive,"특유의, 독특한",st21E
knit,"결합하다, 결속하다",st21E
prolong,"연장하다, 늘이다",st21E
germicide,살균제,st21E
besetting sin,지속적인 잘못,st21E
dogged,"완고한, 지적인",st21E
disapproval,비난,st21E
contaminate,오염시키다,st21E
serve,대접하다,st21E
a range of,다양한,st21E
more or less,"상당히,다소, 어느정도",st21E
moderate,절제하다,st21E
involvement,"관계, 개입",st21E
convenience,"편리, 편의",st21E
civic,"시민의, 도시의",st21E
undue,"과도한, 지나친",st21E
conscious,의식적인,st21E
prevalence,만연,st21E
cross section,단면(ex.A ~ of our society),st21E
research,연구,st21E
reliability,"신뢰성, 신뢰도",st21E
sanity,온전한 정신,st21E
private,사적인,st21E
free hand,자유재량,st21E
sacred,성스러운,st21E
squarely,정면으로,st21E
