merchandise,상품,sw22
bargain,"싼[싸게 산] 물건, 흥정; 흥정하다",sw22
miss out on,~을 놓치다,sw22
tiptoe,발끝으로 살금살금 걷다,sw22
of note,주목할만한,sw22
ado,법석,sw22
make much ado about,~을 두고 법석을 피우다,sw22
grid,준비하다,sw22
rustle,바스락거리다,sw22
inspirational,영감을 주는,sw22
transistor,트랜지스터,sw22
yield,"도출하다, 산출하다",sw22
as long as,~하는 한,sw22
dictum,의견,sw22
knowingly,"알고서, 알면서",sw22
maneuver,"기동하다, 움직이다",sw22
aforementioned,"앞서 언급한[말한], 전술한",sw22
kinesthetic,운동 감각의,sw22
make up for,~을 벌충하다,sw22
proprietary,독점적인,sw22
warranty,보증,sw22
inspection,검사,sw22
in the event of,"~할 시, 만약 ~하면",sw22
subjection,"종속, 복종, 예속",sw22
soothe,달래다,sw22
earn doctorate,박사학위를 따다,sw22
abandon,그만두다,sw22
full professor,정교수,sw22
uphill,힘든,sw22
newfangled,"신식의, 최신의",sw22
set out,착수하다,sw22
theorize,이론을 제시하다[세우다],sw22
eventual,"결국의, 종국의",sw22
pave the way for,~을 위한 길을 닦다,sw22
divert,"전용하다, 전환하다",sw22
conducive to,~에 도움이 되는,sw22
unprecedented,전례 없는,sw22
constrict,수축하다,sw22
striking,인상적인,sw22
predictably,예상대로,sw22
substantial,상당한,sw22
embarrassment,당황,sw22
replication,(일정 조건의) 반복실험,sw22
anomalous,이례적인,sw22
confidence,자신감,sw22
empathy,"공감, 감정이입",sw22
employ,이용하다,sw22
egocentric,자기 중심적인,sw22
rule of thumb,경험에 근거한 규칙,sw22
cherish,소중히 여기다,sw22
visceral,본능적인,sw22
verdict,평결,sw22
plaintiff,원고,sw22
differently,다르게,sw22
cautious,신중한,sw22
inclination,경향,sw22
touch upon,~을 다루다,sw22
anew,새로,sw22
account for,(~에 대한 이유를) 설명하다,sw22
akin to,~과 유사한,sw22
mount,늘다,sw22
primordial,근본적인,sw22
exercise,괴롭히다,sw22
ascribe ~ to ...,~의 기원을 ...에게 돌리다,sw22
successor,"계승자, 후임자",sw22
revolve,(~을 중심으로) 전개되다,sw22
flux,유전(끊임없는 변천),sw22
trait,특성,sw22
fluency,유창성,sw22
in a sequence,순서상,sw22
toxin,독소,sw22
seabed,해저,sw22
smother,질식시키다,sw22
tooling,"설비, 공구세공",sw22
characterize ~ as ...,~을 ...로 간주하다,sw22
emergent,"새로이 등장한, 신생의",sw22
concentrated,집중적인,sw22
methodologically,방법론적인,sw22
foreignness,"이질성, 외래성",sw22
ambiguous,모호한,sw22
sphere,구(球),sw22
deduce,"연역하다, 추론하다",sw22
animate,"살아있는, 활기가 있는",sw22
infer,추론하다,sw22
partway,도중에,sw22
alight,(~에 날아가) 앉다,sw22
flutter,퍼덕임,sw22
beady,구슬같은,sw22
clasp,움켜쥐기,sw22
grin,"환한 미소, (소리없이) 활짝 웃음",sw22
instill,서서히 불어넣다[주입하다],sw22
kernel,알맹이,sw22
swoop,급강하하다,sw22
