connectedness,"유대감, 소속감",sw22
be dedicate ~ to ...,~를 ...에 집중하다,sw22
sarcasm,빈정댐,sw22
solidarity,"결속, 연대",sw22
advent,"출현, 도래",sw22
downward mobility,지위의 하강이동,sw22
contend,주장하다,sw22
ascendancy,우위,sw22
bachelor,학사,sw22
education attainment,학력,sw22
choral,"합창곡의, 합창의",sw22
chamber,실내악의,sw22
prolific,다작하는,sw22
stint,일정 기간의 노동,sw22
atop,꼭대기,sw22
vendor,"노점상, 행인",sw22
emcee,사회자,sw22
preliminary round,예선,sw22
egocentrism,자기중심성,sw22
infantile,"유아의, 어린아이의",sw22
autism,자폐증,sw22
perspective,"관점, 시각",sw22
on the occasion of,~의 경우에,sw22
rush,수요 급증,sw22
disequilibrium,불균형,sw22
ruling,"(시세 등이) 일반적인, 지배하는",sw22
run off,"(기계로 문서 등을) 인쇄하다, 복사하다",sw22
secure,"얻어내다, 획득하다",sw22
stallholder,노점상,sw22
