nationalism,민족주의,sw22
federation,"연방(체), 연방(화)",sw22
protectorate,피(被)보호국,sw22
addition,추가,sw22
impose,"강요하다, 강제하다",sw22
break-up,해체,sw22
profoundly,"심대하게, 완전히",sw22
satellite,"위성, 위성국",sw22
concreteness,구체성,sw22
be formed out of,~로써 형성되다,sw22
inherently,"내제적으로, 본질적으로",sw22
anthropological,인류학의,sw22
association,"학회, 협회",sw22
comparative,"비교를 통한, 비교에 의한",sw22
natal,출생의,sw22
distinct,"뚜렷이 다른, 분명한",sw22
be poised to,~할 준비가 되다,sw22
relevance,"타당성, 적절, 연관성",sw22
take on,~을 맡다[책임지다],sw22
ever-expanding,계속 확대되는,sw22
questionnaire,설문지,sw22
representative,대표성을 지닌,sw22
extremely,"대단히, 극히, 매우",sw22
travel behavior,교통수단 이용 방법,sw22
drawing,추첨,sw22
with ~ in tow,"~을 뒤에 둔[딸린] 채, ~을 뒤에 데리고",sw22
mold,(원하는 모양에) 맞게 만들어지다,sw22
rule,최고이다,sw22
sob,흐느끼다,sw22
saddle,(말에 얹는)안장; (말에) 안장을 얹다,sw22
trough,"물통, 여물통",sw22
let go off,"~을 버리다, ~을 놓다",sw22
scrap,조각,sw22
come one's way,(일이) ~에게 닥치다,sw22
sort through,~을 자세히 살펴보다,sw22
organization,"정리, 체계(화), 조직(화)",sw22
weed out,"(불필요한 것을) 제거하다, 솎다",sw22
clear,(무엇에 닿지 않고) 뛰어넘다[지나가다],sw22
outfield,외야,sw22
fielder,(야구의) 야수,sw22
cruise,천천히 달리다,sw22
take in,"~을 파악하다[이해하다], ~을 보고 그것에 대해 생각하다",sw22
streak,전속력으로[쏜살같이] 가다,sw22
selfless,사심없는,sw22
come together,"(성공적으로) 잘되다, 모이다",sw22
self-learning,독학,sw22
draw ~ from ...,... 로부터 ~을 얻다,sw22
particular,"꼼꼼한, 까다롭게 구는",sw22
only so much,"단지 제한된 ~만, 제한된",sw22
on one's term,자신이 선호하는 방식으로,sw22
syllabus,"(강의의) 요목, 시간표 (pl. syllabi)",sw22
allot,할당하다,sw22
attainment,"성취, 달성",sw22
the thing,(文頭에서) 중요한 점은,sw22
allow for,~을 고려[참작] 하다,sw22
provided,(文頭에서) 만약 ~한다면,sw22
